date,A,B,C
2017-01-01 00:00:00,0.7813188079833975,0.5869214599609375,3.900241790771475
2017-01-01 01:00:00,0.50010919494629,0.3554467254638675,2.520268502807625
2017-01-01 02:00:00,0.314532205200195,0.2247442962646485,1.489956298828125
2017-01-01 03:00:00,0.1949088897705077,0.1470970275878905,0.8961200775146475
2017-01-01 04:00:00,0.1530057830810548,0.1193809753417967,0.608649615478515
2017-01-01 05:00:00,0.1737098449707032,0.1393049377441407,0.552281118774415
2017-01-01 06:00:00,0.2865456634521475,0.2393206451416015,0.7996024444580075
2017-01-01 07:00:00,0.5357076965332025,0.45765383605957,1.492961935424805
2017-01-01 08:00:00,0.7361059448242175,0.61361887512207,2.31983101196289
2017-01-01 09:00:00,0.9150976654052724,0.72594432373047,3.05712877197265
2017-01-01 10:00:00,1.037008813476562,0.8088162902832025,3.610928735351575
2017-01-01 11:00:00,1.07141625366211,0.8224244812011725,3.8673337677002
2017-01-01 12:00:00,1.053922967529298,0.8237012115478525,3.875674118042
2017-01-01 13:00:00,1.04132590637207,0.811814068603515,3.78052485961915
2017-01-01 14:00:00,1.027575985717772,0.8044051239013675,2.859240869140625
2017-01-01 15:00:00,1.01462569885254,0.8010992553710925,3.6829552734375
2017-01-01 16:00:00,0.98981810913086,0.8043172454833974,3.71445558166505
2017-01-01 17:00:00,0.978035650634765,0.7812724700927725,3.800472177124025
2017-01-01 18:00:00,1.05181481628418,0.8592188873291025,3.9342438720703
2017-01-01 19:00:00,1.142402401733398,0.9350101654052724,4.019793881225575
2017-01-01 20:00:00,1.164344662475585,0.9604461608886724,3.995172271728525
2017-01-01 21:00:00,1.112324249267578,0.9082989288330074,3.8992387084961
2017-01-01 22:00:00,1.065010232543945,0.8184138641357425,3.923883035278325
2017-01-01 23:00:00,1.117979623413085,0.67169171142578,4.6099631011963
2017-01-02 00:00:00,0.8076712493896475,0.430112521362305,3.6966072418213
2017-01-02 01:00:00,0.5086248413085925,0.275446548461915,2.265063845825195
2017-01-02 02:00:00,0.304787728881835,0.1737822998046875,1.286139236450195
2017-01-02 03:00:00,0.1926787872314452,0.1210175903320312,0.7621494873046875
2017-01-02 04:00:00,0.1399627319335937,0.0991036102294922,0.480649365234375
2017-01-02 05:00:00,0.1500053649902343,0.1217226257324217,0.47614303894043
2017-01-02 06:00:00,0.1793119079589845,0.2103300354003907,0.71321671142578
2017-01-02 07:00:00,0.4290629089355475,0.383290783691405,1.30854089050293
2017-01-02 08:00:00,0.590598291015625,0.5145109375,2.00105442199707
2017-01-02 09:00:00,0.75868133239746,0.625278076171875,2.71708858947755
2017-01-02 10:00:00,0.87717599182129,0.70580758972168,3.394725320434575
2017-01-02 11:00:00,0.9309504211425776,0.7431723602294925,3.813036361694325
2017-01-02 12:00:00,1.01579478149414,0.79818021850586,4.15732239990235
2017-01-02 13:00:00,0.9757328857421876,0.7783299499511726,3.398238189697275
2017-01-02 14:00:00,0.97019307861328,0.7820045104980475,2.7325010772705
2017-01-02 15:00:00,0.9809926788330074,0.7882079467773425,2.76911620788575
2017-01-02 16:00:00,0.97233003540039,0.7825737548828124,2.824429638671875
2017-01-02 17:00:00,0.9498276245117176,0.775590853881835,3.539293215942375
2017-01-02 18:00:00,0.984173220825195,0.8311548156738275,3.682715734863275
2017-01-02 19:00:00,1.075022561645508,0.89578120727539,3.11837679748535
2017-01-02 20:00:00,1.109131201171875,0.9324214263916024,3.476973855590825
2017-01-02 21:00:00,1.140255209350585,0.927799365234375,4.547732568359375
2017-01-02 22:00:00,1.137156768798828,0.8890885070800775,4.403461706542975
2017-01-02 23:00:00,1.200913876342772,0.707225244140625,5.44699640197755
2017-01-03 00:00:00,0.64472862854004,0.4080744262695325,4.112476171875
2017-01-03 01:00:00,0.488558322143555,0.2349824096679687,2.276217901611327
2017-01-03 02:00:00,0.27854832763672,0.147912957763672,1.24425189819336
2017-01-03 03:00:00,0.1753422821044922,0.105058905029297,0.72077769165039
2017-01-03 04:00:00,0.1274779052734375,0.0888432037353515,0.497126498413085
2017-01-03 05:00:00,0.1417670623779297,0.1112077392578125,0.4743008056640625
2017-01-03 06:00:00,0.2415844329833985,0.2127064392089845,0.81953053894043
2017-01-03 07:00:00,0.4297496978759775,0.4039441986083975,1.867978387451172
2017-01-03 08:00:00,0.6039096313476575,0.55184646911621,2.805217059326175
2017-01-03 09:00:00,0.7407026733398425,0.62619333190918,3.072761709594725
2017-01-03 10:00:00,0.87296481628418,0.7204345458984375,3.276185067749025
2017-01-03 11:00:00,0.9176348937988276,0.7676753021240225,3.43361400146485
2017-01-03 12:00:00,1.044202401733398,0.8189213958740225,3.293762600708
2017-01-03 13:00:00,0.92106149597168,0.76923939819336,2.8416129119873
2017-01-03 14:00:00,0.895010287475585,0.7490619812011725,2.653473345947275
2017-01-03 15:00:00,0.9223897216796876,0.7828477142333975,2.705509170532225
2017-01-03 16:00:00,0.943936291503905,0.7907615417480475,2.8333026550293
2017-01-03 17:00:00,0.9238220245361324,0.80406866760254,2.9407970489502
2017-01-03 18:00:00,0.9619601531982424,0.8212261199951175,4.35233200683595
2017-01-03 19:00:00,1.01381206665039,0.8638434112548825,4.298664620971675
2017-01-03 20:00:00,1.044174487304687,0.8856078155517575,4.4271430480957
2017-01-03 21:00:00,1.039509231567382,0.88164553527832,4.44843861083985
2017-01-03 22:00:00,1.046245092773437,0.82638784790039,4.6240194732666
2017-01-03 23:00:00,1.090316934204103,0.669784521484375,5.44235718688965
2017-01-04 00:00:00,0.7793495483398425,0.4367703918457025,4.138509701538075
